Leadership and Management;Proje Yönetiminin Temelleri;Google Career Certificates;Bu kurs, sizi, proje yönetiminde giriş seviyesindeki pozisyonlara başvurmanız için gereken becerileri kazandırmaya yönelik altı kursluk serinin ilkidir. Proje yöneticileri, çalıştıkları kurumların başarılı olmasına yardımcı olmak için kritik projelerin yönetilmesinde, planlanmasında ve uygulanmasında kilit rol oynar. Bu kursta, temel proje yönetimi terminolojisini keşfedecek ve bir proje yöneticisinin görev ve sorumluluklarını derinlemesine kavrayacaksınız. Ayrıca, bu programı tamamladıktan sonra başvurabileceğiniz iş türlerini size tanıtacağız. Program boyunca, Google’da çalışan proje yöneticilerinden dersler alacaksınız. Bu yöneticiler size sundukları çok boyutlu eğitim sayesinde işteyken uygulayabileceğiniz beceriler edinmenize yardımcı olacaklar.  SHOW ALL COURSE OUTLINE SHOW ALL;2736;426
Personal Development;Liderazgo para el Siglo XXI: proyecto final;Héctor F. Hernández V. ;Este curso está diseñado para acompañarte en seleccionar un desafío personal de liderazgo y aplicar herramientas con las cuales realizarás experimentos y evaluarás el ciclo de diagnóstico y acción en tu tema. Asimismo, serás consiente de cómo en el proceso, el fracaso y la resiliencia te ayudarán a avanzar en tus restos de liderazgo. Al finalizar este curso estarás en capacidad de: SHOW ALL COURSE OUTLINE SHOW ALL;6283;275
Business Essentials;Excel Skills for Business: Intermediate I;Nicky Bull ;Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digitals skills lead to higher income and better employment opportunities at a time when digital skills job are growing much faster than non-digital jobs. SHOW ALL COURSE OUTLINE SHOW ALL;278840;15469
Business Essentials;Effective Compliance Programs;Lauren Steinfeld ;Once you have an understanding of what compliance is, and why it may be important, it is natural to wonder next, “What should I do about it?”  In this course, we’ll explore one of the key factors for creating a positive culture of compliance: human psychology. We’ll think about what drives us, what makes us pay attention, what distracts, and how all of these pieces help build a strong belief in an organizational culture of compliance.  SHOW ALL COURSE OUTLINE SHOW ALL;11757;570
Leadership and Management;El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho;Federico Ast;La revolución digital cambió nuestra manera de comunicarnos, de comerciar y de relacionarnos. Ahora, está llegando al mundo del derecho. Este programa te ofrecerá una visión amplia de las principales tendencias que están afectando a la industria legal:  - El nacimiento del mercado de legaltech y la aplicación de tecnología en el derecho. - El rol de la inteligencia artificial en la automatización del trabajo de los abogados. - La tecnología de blockchain y su impacto en la forma en que firmamos y ejecutamos contratos. - Las iniciativas para asegurar el acceso a la justicia a través de cortes virtuales y jueces robot.  El programa está dirigido a abogados, notarios, funcionarios, ejecutivos, emprendedores y cualquier persona que desee conocer las principales tendencias tecnológicas y de negocio que están impactando en el mundo legal.  El mundo del derecho va a sufrir mayores cambios en los próximos 20 años que en los últimos 200. El programa te brindará las herramientas necesarias para ser protagonista de esta transformación.  Es tu oportunidad de convertirte en un abogado digital.  Al finalizar este curso, serás capaz de:  - Analizar el contexto económico, tecnológico y regulatorio que afectará a la industria legal en los próximos años. - Reconocer las áreas que serán afectadas por nuevas tecnologías como el blockchain y la inteligencia artificial. - Aplicar estas nuevas tecnologías en la mejora de procesos para aumentar la eficiencia y transparencia en la administración de justicia. - Construir prototipos de software legal a través de la metodología de design thinking. - Decidir cómo capacitarte y orientar tu carrera para ser protagonista de la transformación digital del derecho. SHOW ALL COURSE OUTLINE SHOW ALL;32924;845
Marketing;Introducción al marketing en redes sociales;Anke Audenaert;En este curso, se sientan las bases del marketing en redes sociales. Descubrirás qué implica el marketing en redes sociales, incluida la historia y los diferentes canales de redes sociales que existen. Aprenderás cómo seleccionar un canal de redes sociales que se ajuste a tus necesidades, establecer objetivos y métricas de éxito, y determinar cuál es tu público objetivo. Al finalizar este curso, serás capaz de:  SHOW ALL COURSE OUTLINE SHOW ALL;7554;383
Business Essentials;Negociações de sucesso: estratégias e habilidades essenciais (em Português);George Siedel;Todos nós negociamos diariamente. No nível pessoal, negociamos com amigos, família, proprietários do imóvel em que moramos, vendedores de carro, funcionários, entre outros. A negociação também é a chave para o sucesso nos negócios. Nenhuma empresa consegue sobreviver sem contratos lucrativos. Dentro de uma empresa, as habilidades de negociação podem levar a avanços na carreira. SHOW ALL COURSE OUTLINE SHOW ALL;75623;1429
Personal Development;Estilos de Liderazgo: opciones para avanzar en desafíos complejos;Maite Careaga Tagüeña ;Liderazgo es una palabra que se usa para muchas cosas diferentes y a veces opuestas. Cuando la gente intenta concertar una definición, hay una tendencia general a recurrir al modelo heroico del liderazgo, de un hombre con características especiales y en un puesto directivo que convence a otros de seguirlo hacia su visión. Este modelo es atractivo, pero limitado y obsoleto para la mayoría de los desafíos que nos importan hoy en día. El “modelo heroico” suele ser muy útil para solucionar problemas que no requieren cambios en las personas involucradas en solucionarlos, pero es menos útil o incluso factible para progresar en la solución de problemas difíciles de definir, en situaciones en que hay mucha incertidumbre, y cuando parte importante del problema son las decisiones hábitos y miedos de la propia gente (tú incluida/o) que necesita trabajar para llegar a la solución. SHOW ALL COURSE OUTLINE SHOW ALL;35183;1622
Business Essentials;What is Corruption: Anti-Corruption and Compliance;Andrew Kandel;Have you ever paid someone for doing you a favor?  You may be accustomed to tipping wait staff or other service providers, but what if you paid a police officer for NOT issuing a parking ticket?  Or if you gave a “gift” to a government official for signing a contract with your company? Tipping might be okay, but paying a bribe is a violation of the law.    Bribery is widespread and exists almost everywhere and in many forms.  Compliance programs address this and other forms of corruption.    In this course we’ll discuss what corruption actually is by examining, for example, the difference between a tip and an illegal bribe.  We will examine where corruption exists, how it exists, its ramifications, and the genesis of today’s anti-corruption laws.  We’ll also focus on practical strategies for creating compliance policies and procedures that address and prevent corruption.  We will learn about the U.S. Foreign Corrupt Practices Act, the UK Bribery Act, and many other anti-corruption laws.  Much of the course will focus on building out compliance policies and procedures that address corruption.  We will also look at practical methods for preventing corruption in an organization as well as red flags and other mechanisms for identifying corruption early so that it can be adequately addressed. SHOW ALL COURSE OUTLINE SHOW ALL;11322;427
Personal Development;Liderazgo efectivo para el siglo XXI Specialization;Maite Careaga Tagüeña ;"El Programa especializado “Liderazgo Efectivo para el Siglo XXI” está dirigido a cualquier persona interesada en conectarse con sus propósitos y profundizar sus habilidades para progresar en desafíos personales y colectivos muy complejos. El programa está diseñado para permitir al estudiante adueñarse de una metodología de intervención (que llamamos espiral de liderazgo consciente) y desarrollar y aplicar una caja de herramientas para movilizar personas (a sí mismo y a otros) a trabajar en solucionar los desafíos complejos que las afectan e importan. El programa es especialmente útil para personas en mandos altos y medios en organizaciones públicas, privadas y no gubernamentales (ONGs). También para líderes comunitarios y activistas. Es útil en general para gente que trabaja con personas y necesita desarrollar habilidades y herramientas para crear comunidades que trabajan juntas, para avanzar en los temas que les importan, a partir de grupos con opiniones e intereses diversos. Va a ser útil, también, para personas interesadas en aprender a mejorar los resultados que observan en su esfera de vida más personal. Para inscribirte al programa certificado, haz click en el botón azul de la izquierda ""Enroll"" o ""Inscribirse"", donde podrás pagar por certificarte en todo el programa o curso por curso. Si deseas auditar los cursos 1, 2 y 3 sin obtener el certificado, puedes inscribirte sin pago en el enlace de cada curso (ver descripción de cada uno más abajo). ¡Bienvenidos!";19769;1549
Business Essentials;Excel Skills for Business: Essentials;Nicky Bull ;In this first course of the specialization Excel Skills for Business, you will learn the essentials of Microsoft Excel. Within six weeks, you will be able to expertly navigate the Excel user interface, perform basic calculations with formulas and functions, professionally format spreadsheets, and create visualizations of data through charts and graphs. SHOW ALL COURSE OUTLINE SHOW ALL;750907;44815
Marketing;Foundations of Digital Marketing and E-commerce;Google Career Certificates;This is the first of seven courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the roles and functions that those jobs play within an organization. You’ll also learn about the marketing funnel and how it shapes the customer journey.  SHOW ALL COURSE OUTLINE SHOW ALL;241955;5682
Marketing;Digital Marketing Specialization;Aric Rindfleisch ;Master strategic marketing concepts and tools to address brand communication in a digital world. This Specialization explores several aspects of the new digital marketing environment, including topics such as digital marketing analytics, search engine optimization, social media marketing, and 3D Printing. When you complete the Digital Marketing Specialization you will have a richer understanding of the foundations of the new digital marketing landscape and acquire a new set of stories, concepts, and tools to help you digitally create, distribute, promote and price products and services. In 2016,  this was one of the top 10 specializations in terms of enrollments. INC Magazine rated the first course, Marketing in a Digital  World, as one of The 10 Hottest Online Classes for Professionals in  2015. In addition, this course was also ranked in the top five courses across multiple MOOC providers.  Finally, the Digital Marketing Certificate was the top coveted certificate on Coursera in 2015. Get more updates on the specialization at  http://digitalmarketingprofs.com/  This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here.;23483;16347
Marketing;Search Engine Optimization (SEO) Specialization;Rebekah May ;"This Specialization will teach you to optimize website content for the best possible search engine ranking. You'll learn the theory behind Google search and other search engine algorithms; you'll also build practical, real-world skills that you can apply to a career in digital marketing or online content development, including on-page and off-page optimization, optimizing for local and international audiences, conducting search-focused website audits, and aligning SEO with overall business strategies. Each course is intended to build on the skills from the previous course, thus we recommend you take the courses in the order they are listed. The Specialization culminates in a hands-on Capstone Project, in which you will apply your skills to a comprehensive SEO consulting task.";128722;9902
Marketing;Social Media Marketing Specialization;Randy Hlavac;In a 2018 survey of businesses, Buffer found that only 29% had effective social media marketing programs.    A recent survey of consumers by Tomoson found 92% of consumers trust recommendations from other people over brand content, 70% found consumer reviews to be their second most trusted source, 47% read blogs developed by influencers and experts to discover new trends and new ideas and 35% used blogs to discover new products and services.  Also, 20% of women who used social considered products promoted by bloggers they knew.   Today, businesses and consumers use social media to make their purchase decisions. Created in 2014, this Specialization is updated every quarter to ensure you are receiving the most up-to-date training.  The Social Media Marketing Specialization is designed to achieve two objectives.  It gives you the social analytics tools, and training to help you become an influencer on social media.  The course also gives you the knowledge and resources to build a complete social media marketing strategy – from consumer insights to final justification metrics.  In each course, you will also receive special toolkits with timely information & when you pay for the Capstone, you receive a market planning toolkit. Each of the individual courses can be audited for free. To see more, visit each course: 1-What is Social?, 2-The Importance of Listening, 3-Engagement & Nurture Marketing Strategies, 4-Content, Advertising & Social IMC, 5-The Business of Social.;91398;4334
Marketing;Marketing in a Digital World;Aric Rindfleisch;This course examines how new digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 500,000 learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/). SHOW ALL COURSE OUTLINE SHOW ALL;542225;16654
Marketing;Introduction to Marketing;Barbara E. Kahn ;Taught by three of Wharton's top faculty in the marketing department, consistently ranked as the #1 marketing department in the world, this course covers three core topics in customer loyalty: branding, customer centricity, and practical, go-to-market strategies. You’ll learn key principles in  - Branding: brand equity is one of the key elements of keeping customers in a dynamic world in which new startups are emerging constantly.  - Customer centricity: not synonymous with customer service, customer centricity starts with customer focus and need-gathering.  - Go-to-market strategies: understand the drivers that influence customers and see how these are implemented prior to making an investment.   Complete this course as part of Wharton's Business Foundations Specialization, and you'll have the opportunity to take the Capstone Project and prepare a strategic analysis and proposed solution to a real business challenge from Wharton-governed companies like Shazam and SnapDeal or to a challenge faced by your own company or organization. Wharton-trained staff will evaluate the top submissions, and leadership teams at Shazam and SnapDeal will review the highest scoring projects prepared for their companies. SHOW ALL COURSE OUTLINE SHOW ALL;332254;12001
Marketing;Marketing Analytics Foundation;Anke Audenaert;This course lays the foundation of marketing analytics. You’ll learn the basic principles of marketing. You’ll learn the role analytics plays in digital marketing and how data is collected and managed for marketing. You will also learn basic privacy regulations that govern the online marketing space as well as common challenges when working with marketing data.  SHOW ALL COURSE OUTLINE SHOW ALL;36324;1139
Marketing;Advanced Search Engine Optimization Strategies;Dave Lloyd;This course focuses on technical, mobile and social strategies for increasing site traffic. Learn how to build SEO for international audiences through content localization, global team alignment and optimizing for local search engines. Discover techniques to optimize mobile-friendly websites, get mobile apps discovered, and leverage social media to drive organic SEO traffic.  You will also learn how to identify key SEO metrics and collect, interpret, validate, and report success to your clients and stakeholders. SHOW ALL COURSE OUTLINE SHOW ALL;46230;504
Marketing;Introduction to the Digital Advertising Landscape;Chris J. Vargo ;The digital advertising landscape is complex. There are many different types of ads, including: display, video, audio, sponsored, native, social media and search. Consumer data and the ad tech that action on that data are both ubiquitous and complicated. As a result the sheer number of options available to digital marketers is hard to comprehend and manage. This course covers the major forms of digital advertising, from basic display ads to search to cutting-edge programmatic advertising concepts. The Trade Desk, the leading programmatic advertising provider, joins us as our programmatic experts and offers an actionable roadmap on how small businesses can leverage state of the art advertising technologies to accomplish business objectives. In all, this course leaves students with an understanding of digital advertising in its various forms, and how to strategically identify digital advertising opportunities. SHOW ALL COURSE OUTLINE SHOW ALL;27259;329
Marketing;Search Advertising;Chris J. Vargo ;Consumers search for virtually everything. This includes the things that small businesses do, from restaurants to bespoke products. When consumers search they get organic results along with paid results. Paid search ads are systematically designed to be relevant. As a result, they’re often useful at getting consumers where they want to go. Consumers don’t tune out paid search like other types of digital ads.  SHOW ALL COURSE OUTLINE SHOW ALL;10416;81
Finance;Managerial Economics and Business Analysis Specialization;Larry DeBrock ;In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment in which they operate. In this specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions. The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates. This specialization is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program here.;37911;2479
Leadership and Management;Strategic Leadership and Management Specialization;Elizabeth A. Luckman ;Through this 6-course Specialization in Strategic Leadership and Management, you will learn the fundamentals of effectively leading people, teams, and organizations and develop tools to analyze business situations. In addition to building a conceptual framework for leadership, learners will develop and practice strategies for immediate impact. The Specialization covers the strategic, human resource, and organizational foundations for creating and capturing value for sustainable competitive advantage both within a single business and across a portfolio of businesses. The specialization culminates in a capstone: a leadership and management plan where you’ll apply what you’ve learned to a business situation. With participation by one or more focal companies, the experiential and hands-on deliverable will provide valuable practice and create value from the perspective of potential employers. This Specialization is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admissions into the program and explore how your Coursera work can be leveraged if accepted into the program here.;90160;5753
Leadership and Management;Business Value and Project Management Specialization;Oktay Urcan ;In an era of thriving businesses, both small and large, it is crucial to possess an in-depth understanding of the minutiae of the building blocks of a successful organization. Building, growing, and sustaining a successful business requires great knowledge in multiple fields. Through this 6-course Specialization in Business Value and Project Management, you will be provided a well-rounded knowledge of three key facets of business – Financial Accounting and Managing Projects and Organizations. The courses in this Specialization focus on financial accounting topics, organizational principles and frameworks, and project planning and execution. Topics covered include: Understand the basics of how to analyze balance sheet and cash flow statements Understand how accrual accounting and fundamental accounting concepts work Develop strategies to facilitate organizational growth Develop solutions to common managerial challenges Explore a plethora of project planning models and understand when each is most effective Understandhow execution and progress evaluation is performed in a waterfall approach, as well as the agile approach to project management;;52
Finance;Value Chain Management Specialization;Gary Hecht, Ph.D. ;The purpose of organizations is to produce and deliver goods and services of value to customers while generating a surplus for owners. Value chain management focuses on understanding what different customers value, measuring inputs and outputs to assess value, and generating higher value for customers and surpluses for organizations.  In this specialization, you will gain competencies that are critical for managers in any functional area. You will learn to create, model, analyze, and maximize value in accounting, operations, and marketing. This specialization is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program here.;35000;2583
Finance;Financial Management Specialization;Oktay Urcan ;This Specialization covers the fundamentals of strategic financial management, including financial accounting, investments, and corporate finance. You will learn to evaluate major strategic corporate and investment decisions and to understand capital markets and institutions from a financial perspective, and you will develop an integrated framework for value-based financial management and individual financial decision-making. The Financial Management Specialization is part of the University of Illinois iMBA Program. Each course in this Specialization also fulfills a portion of the requirements for a University of Illinois course that can earn you college credit. When you complete the Financial Management Specialization, you will: · Have a solid foundation in developing an integrated framework for strategic financial decision-making. · Have a thorough understanding of financial statements and the financial information they provide, and be able to critically evaluate and analyze cash flows statements. · Understand the management and evaluation of portfolios and firm valuation techniques. · Understand how to incorporate risk and uncertainty into investment decisions and understand how companies make financing and investment decisions.;65792;4314
Leadership and Management;Innovation: From Creativity to Entrepreneurship Specialization;Raj Echambadi ;In a world characterized by volatility, uncertainty, complexity, and ambiguity, leaders require robust innovation skills. Thinking flexibly and developing an entrepreneurial mindset are critical to thriving in uncertain business environments. This specialization addresses how to recognize and question assumptions and constraints to identify and capitalize on opportunities. Learning to change the rules of the game by creating innovative value propositions and discovering new market positions for sustained competitive advantage are some of the actionable lessons in this specialization.  This specialization will be of value to both aspiring and practicing entrepreneurs as well as employees in established firms who are interested in becoming innovative leaders in an interconnected world.  This specialization is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admissions into the programs and explore how your Coursera work can be leveraged if accepted into a degree program here.;27442;1245
Business Strategy;Global Challenges in Business Specialization;Madhu Viswanathan ;Learning Outcomes for the Specialization: Upon completion of this specialization, you will be able to: Understand how businesses function in the global marketplace. Make ethical decisions to run a responsible business in the global marketplace. Understand the role of business in addressing global challenges such as poverty and the environment. Understand how business can pursue opportunities and confront challenges in the complex global marketplace.;11528;334
Finance;Introduction to Finance: The Basics;Xi Yang;In the Introduction to Finance I: The Basics course, you will be introduced to the basic concepts needed to understand the financial manager’s decision-making process. To achieve that, you will learn about the basic forms a business can take and the goal of the financial manager. You will also learn the fundamentals of financial statements and how to measure a company’s financial health using financial ratios. In addition, you will explore how to allocate capital across time to create value. After learning the course, you should be familiar with major topics in modern finance and communicate with others within and outside of the business world. With a deep understanding of the financial side of the business, you will be in a better position to make informed decisions and plan for the financial future. SHOW ALL COURSE OUTLINE SHOW ALL;24079;239
Leadership and Management;Project Initiation and Planning;Fataneh Taghaboni-Dutta, Ph.D., PMP, CSM, CSPO;In today’s competitive environment learning to effectively manage projects is a critical skill. This course will focus on initiating and planning projects. The course will cover the more traditional linear process, like waterfall approach, as well as the dynamic and iterative approach of agile and hybrid models, so the learners can decide when one approach is more suitable for any of their projects to maximize the chances of a successful outcome!;8855;98
Leadership and Management;Designing the Organization;Michael Bednar ;Organizations are complex and can be difficult to manage well, so managers need tools to help them better understand and deal with the many complexities and challenges associated with organizational life. In this course, you will learn theories, principles, and frameworks that will help you design more effective organizations.  You will be able to:  - Analyze organizations from multiple perspectives to better understand business challenges - Strategically plan for effective organizational governance - Develop systems to plan for growth and change - Understand implications of the external environment on business and strategically respond to these factors  This course is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/. SHOW ALL COURSE OUTLINE SHOW ALL;41399;1527
Learning English;Learn English: Beginning Grammar Specialization;Rachel Fernandez ;This specialization is for those who want to study English grammar at the beginning level. Through the three courses in this specialization, you will learn the fundamental features of English grammar such as word forms, verb tenses, and question and answer formation so that you can start your English learning journey on the right path.;22425;1412
Learning English;The Pronunciation of American English Specialization;Helen Nam ;This specialization is intended for anyone who wants to achieve clearer, more understandable pronunciation of American English to help them communicate more easily and effectively. Through these four courses, you will learn about and practice consonant and vowel sounds, along with aspects of the “music” of English, including word stress, intonation, and connected speech. Clearer pronunciation leads to success in business, education, or any field where English is required.;27276;680
Personal Development;Writing and Editing: Word Choice and Word Order;Patrick Barry;This course will teach you how to use your written words to become more persuasive. You’ll learn creative ways to use syntax, effective techniques for telling stories, and a clever method for arranging a complex series of information. You’ll also get a chance to both professionalize your use of punctuation and add a bit of style and sophistication to how you craft everything from sentences to slogans.   SHOW ALL COURSE OUTLINE SHOW ALL;90404;1565
Learning English;English for Common Interactions in the Workplace: Basic Level;James Gibbons ;In a professional environment, we’re often faced with the need to respond appropriately according to what the situation calls for, whether it be related to situations in daily life or the workplace. This course was designed to provide the worker with linguistic tools which will enable greater ease in basic communications in the workplace.   This way, the student will be able to broaden their lexical and grammatical repertoire in English, thus increasing their professional value and skill, and contributing to not only professional but also social mobility.  The methodology of self-guided instruction will allow the student to manage their own study time, so that they can integrate coursework with the daily demands of their professional life at a rhythm adequate for their own learning process.  More importantly, the course is held online, distributed massively, and accessible anywhere in the world through Coursera.   En el contexto laboral frecuentemente enfrentamos la necesidad de interactuar de manera adecuada según la situación comunicativa lo amerite, ya sea, reaccionando a situaciones de la vida cotidiana o bien en el lugar de trabajo.  Este curso fue diseñado para proporcionar al trabajador herramientas lingüísticas que permitan facilitar interacciones básicas comunes en el lugar de trabajo. De este modo, el estudiante podrá ampliar su inventario léxico y gramatical en el idioma inglés, aumentando así su valor profesional y su competencia laboral, contribuyendo no solo movilidad laboral sino que también social.  La metodología auto-instruccional permitirá al estudiante gestionar su propio tiempo de estudio y podrá compatibilizarlo con las exigencias diarias del trabajo, a un ritmo que se adecúe a su proceso de aprendizaje individual. Aún más importante, el curso se dicta en modalidad online, en formato masivo, accesible en distintos lugares del mundo a través de la web de Coursera.  This course’s objective is that students be able to utilize basic-level grammatical and lexical structures (CFER level A2) which will enable basic interactions common to the workplace in English.  Este curso tiene como objetivo que los alumnos sean capaces de emplear estructuras gramaticales y léxico propios del nivel básico (MCER A2) que permitan facilitar interacciones básicas que son comunes en el lugar del trabajo en inglés.  Course contents / Contenidos del curso: Module 1: Everyday Language on the Job • Grammar: present simple to be affirmative, negative question structure, all persons. • Vocabulary: professions / nationalities. • Indefinite article: a/an. • Expressions used when introducing yourself. • Grammar: present simple (I, you, he/she/it, we -- affirmative & negative). • Vocabulary: work routine verbs. • Review of adverbs of frequency. • Times of the day: In the morning /in the afternoon/ at night.  Module 2: Making Phone Calls  • Grammar: present simple (I, you, he/she/it, we --- questions and short answers). • Vocabulary: telephoning expressions. • Grammar:  making suggestions • Vocabulary: numbers/dates • Dates in British English and American English  Module 3: Preparing for meeting  • Grammar: Going To. • Vocabulary: Flash Review of Cardinal Numbers 1-60. • Telling time. • Grammar: There is / There are • Prepositions of place • Vocabulary: Places around town   Module 4: Post-meeting etiquette  • Grammar: Past Simple (To Be). • Use of Past Tense of go with good/bad. • Vocabulary: Descriptive Adjectives (it was ...). • Grammar: Past Simple (regular verbs)  • Vocabulary: Correspondence Verbs (w. common phrasal verbs) SHOW ALL COURSE OUTLINE SHOW ALL;118425;1050
Learning English;Business English for Cross-cultural Communication;Kin Tang ;This course aims to prepare you for working in an cross-cultural Business setting. We'll learn about common cross-cultural theories and how they are relevant to everyday business practices in a globalised world. By combining all of your vocabulary, reading, speaking, and writing skills that you acquired in the previous three courses, you will learn how language plays an important role in cross-cultural communication. You will also enhance your cross-cultural understanding and will be able to use vocabulary, tone and style, and spoken and written communication skills within a cross-cultural Business context. Skills learned in this course help prepare you to deliver the professional business presentation in the Capstone project. After completing this course, you will be able to:  - identify possible cross-cultural issues and misunderstandings in communication - apply strategies to overcome possible cross-cultural issues and misunderstandings in communication - produce documents with an appropriate style for business communication purposes within a cross-cultural situation - deliver a speech with an appropriate style for business communication purposes within a cross-cultural situation SHOW ALL COURSE OUTLINE SHOW ALL;27088;366
Learning English;Build Your Professional ePortfolio in English;Karen Peterson;Roughly half of the world’s population is already online and so setting yourself apart from the crowd is more important than ever before.  One of the best ways to do that is by creating your own ePortfolio.  An ePortfolio is a site that showcases or shows your background, your resume, and samples of your work.  In this course, you will learn step by step how to build the site and you’ll learn the grammar, vocabulary and writing skills needed to create it.  You will learn how to apply information from your ePortfolio to other online tools like LinkedIn, Twitter, Instagram and YouTube in order to network with others so that you get a job or connect with other professionals.  For each step in that process, you will listen to lectures, take comprehension quizzes, and learn how to use English appropriately to each part of your site.  You will also complete self and peer assessments and gain the needed skills to make your ePortfolio a reality and establish yourself online. By the end of this course, you will be able to  • Write a proper headline or title for your ePortfolio • Describe your work in 1 sentence and in longer forms • Identify how to use hashtags effectively • Write an effective summary about yourself and your work • Apply appropriate vocabulary to write your education and professional experience for your resume  • Understand how to write a tweet to get a job  • Discover how to write specific comments and network work with others  • Apply what you have on your portfolio to other tools like Instagram, Twitter, LinkedIn or YouTube. SHOW ALL COURSE OUTLINE SHOW ALL;92709;1518
Business Essentials;Business English for Non-Native Speakers Specialization;Kin Tang ;This Specialization will introduce non-native speakers of English to methods for developing English language and communication skills for the workplace, doing business, cross-cultural understanding, and business case study analysis. You'll apply these skills in the final Capstone Project by analysing a current business case study and providing recommendations to a target audience in both presentation and written formats.;50720;797
Learning English;Write Professional Emails in English;Gerry Landers;This is a course to help you write effective business emails in English. This course is unique because each module will provide tips on writing more professional emails as well as lessons to improve your overall English writing skills. Therefore, you will improve your grammar and vocabulary skills for email writing and also improve your cross cultural knowledge to make you more powerful and successful in your business communication. You will look at different email formats to analyze tone, formality levels, and various organizational styles. You will be able to improve your emails of introduction, announcements, requests and emails that apologize or revise a request. In this course you will write and revise 4–5 emails, complete several comprehension quizzes and review the emails of other participants.   SHOW ALL COURSE OUTLINE SHOW ALL;827589;15819
Learning English;Business English: Marketing and Sales;Andrea Mürau Haraway ;If you work in marketing, sales, or advertising, you already know that effective communication is a requirement. This can be even more difficult when expressing your ideas in a persuasive manner in English.  In this course, you will learn to use English more efficiently while joining successful global professionals around the world. Develop your skills along with authentic characters that work in marketing and also work hard to improve their communication skills. Learn from your successes and failures, reflect on your own style, strengths, and improvement areas. After taking this course, you will be able to: ·      Express your ideas through efficient emails, reports and persuasive presentations ·      Learn words and phrases related to market research, branding, direct marketing, advertising costs, etc. ·      Get instant feedback about the efficiency of your business communication skills in English from sales and marketing professionals from around the world ·      Become part of a global community of business professionals who are developing their English communication skills SHOW ALL COURSE OUTLINE SHOW ALL;41636;646
Leadership and Management;Digital Transformation;Michael Lenox ;Digital transformation is a hot topic--but what exactly is it and what does it mean for companies? In this course, developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global management experts, we talk about digital transformation in two ways. First we discuss the pace of change and the imperative it creates for businesses. Next we provide the context for this transformation and what it takes to win in the digital age. Then we walk through BCG's proprietary framework, which helps you identify key areas to digitize, including strategy, core processes, and technology. SHOW ALL COURSE OUTLINE SHOW ALL;147106;5707
Business Strategy;Design Thinking for Innovation;Jeanne M. Liedtka;Today innovation is everyone's business. Whether you are a manager in a global corporation, an entrepreneur starting up, in a government role, or a teacher in an elementary school, everyone is expected to get lean – to do better with less. And that is why we all need design thinking. At every level in every kind of organization, design thinking provides the tools you need to become an innovative thinker and uncover creative opportunities that are there – you're just not seeing them yet. SHOW ALL COURSE OUTLINE SHOW ALL;390041;8049
